1,2
17,24
22,39
37,60
55,60
75,84
42,87
76,88
26,99
59,105
102,109
26,122
99,122
26,123
99,123
109,124
88,130
109,133
135,137
18,139
103,139
144,145
43,152
109,153
90,155
90,156
155,156
14,158
88,162
47,163
167,168
41,175
109,176
158,180
159,180
182,183
94,195
179,197
24,201
71,206
7,208
55,210
164,210
164,211
144,213
145,213
176,231
179,231
197,231
231,232
128,233
109,236
126,236
138,236
153,236
65,239
172,240
217,243
251,253
118,255
80,257
89,258
117,259
8,269
166,271
160,277
32,279
242,279
270,279
8,281
101,281
67,282
84,284
33,286
109,289
185,297
201,297
88,300
279,304
103,306
109,306
112,306
124,306
126,306
138,306
139,306
153,306
236,306
294,306
302,306
306,308
150,310
143,316
109,318
269,321
228,322
55,323
162,323
154,326
290,328
306,329
91,330
2,332
95,334
311,343
81,347
320,348
302,350
306,350
308,350
310,352
202,353
211,356
154,364
263,364
260,365
128,370
6,373
273,374
220,376
148,378
119,379
132,379
148,381
191,382
309,383
369,385
231,387
118,388
344,389
359,389
68,391
128,392
133,399
54,401
104,401
134,406
350,406
315,408
347,408
407,409
56,412
374,413
88,415
204,415
300,415
306,417
269,418
349,419
199,420
81,423
315,423
347,423
109,426
306,426
368,428
38,429
86,429
196,429
424,436
433,436
70,441
129,441
193,441
344,441
440,441
196,442
286,442
118,446
56,447
73,449
133,452
306,452
118,454
441,454
95,456
142,456
51,457
125,458
193,458
109,459
153,459
403,464
349,465
264,472
448,472
194,473
243,473
10,476
306,476
380,477
132,479
218,482
120,483
436,483
103,484
62,485
435,486
112,487
306,487
426,487
444,488
190,491
391,493
88,498
323,498
356,498
436,498
437,498
279,502
285,502
406,505
40,507
219,507
251,507
253,507
254,507
402,507
172,512
240,512
120,514
478,514
444,515
32,518
109,519
306,519
387,519
416,519
184,520
429,523
142,525
347,525
408,525
415,525
423,525
456,525
81,527
423,527
227,534
145,537
67,540
113,540
107,541
306,542
484,542
65,543
74,544
399,544
456,544
422,545
230,549
511,549
93,550
231,551
524,552
160,553
277,553
366,553
118,554
306,554
73,558
472,559
109,563
318,563
189,564
244,565
427,565
513,565
526,565
110,567
290,567
536,567
201,570
306,573
505,573
503,576
574,576
230,577
394,577
266,578
59,580
118,581
306,581
454,581
140,582
444,582
75,583
284,583
340,584
74,586
94,586
33,588
442,588
121,589
415,593
41,596
175,596
496,596
24,598
48,598
143,598
157,598
165,598
201,598
297,598
316,598
480,598
519,598
521,598
547,598
148,602
378,602
79,603
69,604
27,606
531,606
298,607
103,608
191,608
306,608
59,609
534,609
109,610
114,610
234,610
341,613
59,615
288,618
65,619
239,619
469,620
249,621
140,623
444,623
515,623
584,623
372,626
442,627
174,629
534,629
567,631
0,633
300,634
598,637
271,638
395,640
591,642
573,643
41,644
596,644
119,646
468,647
541,647
55,651
1,652
470,652
1,654
306,655
487,655
306,656
350,656
357,657
513,657
77,659
354,659
139,660
97,661
344,661
594,663
332,665
397,665
576,665
279,666
518,666
456,667
436,668
267,670
441,671
451,671
376,672
94,675
410,676
377,678
554,685
173,687
290,687
480,687
565,687
492,688
311,690
95,693
334,693
407,695
88,696
277,696
571,696
30,697
33,698
286,698
442,698
588,698
129,701
389,704
562,704
429,705
617,705
51,710
252,711
414,711
496,711
539,711
644,711
48,714
148,714
603,716
437,718
438,718
302,719
303,719
306,719
371,720
392,720
9,723
440,725
177,726
644,728
669,729
398,730
263,732
296,732
364,732
45,733
94,733
218,733
377,733
383,733
401,733
435,733
678,733
95,734
408,734
701,735
95,736
734,736
88,737
415,737
30,738
405,738
393,739
701,739
735,739
141,740
88,743
160,743
223,744
580,744
160,745
366,745
553,745
743,745
281,746
113,747
282,747
540,747
274,748
274,749
734,751
736,751
172,756
240,756
256,756
433,756
512,756
111,758
733,759
567,760
693,763
707,763
640,765
316,766
598,766
54,767
55,771
65,771
560,774
171,775
180,775
402,776
702,777
702,779
778,779
218,781
245,782
638,783
55,787
325,787
438,787
171,790
180,790
482,790
180,791
218,792
429,794
733,794
603,795
764,796
73,797
797,800
703,801
121,802
528,803
275,805
706,805
403,806
661,807
638,808
266,809
548,809
251,812
507,812
339,813
55,815
88,815
120,816
436,816
483,816
90,817
155,817
156,817
220,817
221,817
415,818
154,819
364,819
650,819
800,820
222,821
702,822
481,823
490,826
610,826
324,827
444,828
661,830
136,831
741,831
178,833
207,833
345,833
131,834
683,834
519,836
708,836
242,838
270,838
279,838
485,839
88,841
87,842
118,842
161,842
505,843
548,843
264,844
472,844
316,845
598,845
766,845
273,846
374,846
228,848
394,849
577,849
712,850
88,851
415,851
203,854
344,854
470,854
811,855
203,857
470,857
854,857
487,859
762,859
95,861
38,862
733,862
38,863
429,863
794,863
104,864
40,866
657,867
838,868
232,869
598,869
577,870
657,871
867,871
261,873
767,873
310,875
73,876
558,876
834,876
436,878
397,879
227,883
609,883
629,883
89,884
152,884
436,885
651,885
756,885
878,885
622,886
239,887
306,887
614,888
800,889
820,889
645,891
310,892
638,893
783,893
814,893
640,894
35,895
440,895
465,896
146,897
92,898
297,899
639,900
811,900
731,901
446,903
132,904
379,904
541,904
647,904
389,905
577,906
772,908
445,909
139,910
239,910
306,910
887,910
33,911
893,911
220,913
150,914
875,914
316,920
620,923
638,924
808,924
17,927
327,928
380,930
477,930
662,932
534,933
883,933
94,934
451,935
661,935
854,935
246,936
618,938
786,947
695,948
523,949
93,950
437,950
645,950
328,951
517,952
677,954
175,955
492,956
752,957
306,958
784,960
799,961
29,963
43,963
203,963
258,963
375,963
706,963
805,963
257,964
734,964
736,964
839,965
964,965
415,966
598,968
704,969
16,970
364,970
466,970
107,971
115,973
176,973
252,973
277,973
306,973
454,973
630,973
671,973
682,973
880,973
935,973
524,979
121,980
589,980
543,984
760,985
848,985
868,988
310,990
307,991
496,992
596,992
702,993
579,994
368,996
428,996
182,997
183,997
976,998
978,998
346,999
281,1000
972,1000
12,1001
141,1002
622,1002
740,1002
363,1003
598,1003
734,1006
736,1006
526,1007
306,1009
443,1010
741,1011
831,1011
695,1012
69,1013
181,1013
334,1013
471,1013
506,1013
510,1013
530,1013
836,1013
880,1013
908,1013
698,1015
4,1016
561,1016
595,1016
591,1017
180,1020
218,1020
132,1022
379,1022
541,1022
625,1024
373,1025
916,1026
661,1028
118,1029
859,1030
48,1031
788,1031
587,1032
173,1033
687,1033
721,1034
73,1035
915,1035
403,1037
565,1038
933,1038
436,1039
827,1039
885,1039
609,1041
6,1042
74,1042
373,1042
485,1042
624,1042
901,1042
1025,1042
21,1043
713,1044
109,1045
306,1045
661,1045
91,1046
1042,1047
462,1048
866,1049
194,1050
33,1051
442,1051
893,1051
911,1051
229,1053
990,1054
899,1055
167,1056
783,1061
733,1062
962,1062
394,1063
577,1063
394,1064
85,1065
104,1065
401,1065
864,1065
59,1067
170,1067
936,1067
810,1068
984,1068
1015,1068
239,1069
728,1070
20,1072
189,1072
236,1072
244,1072
306,1072
342,1072
417,1072
773,1072
945,1072
958,1072
973,1072
1070,1072
316,1073
985,1073
116,1076
389,1077
591,1078
55,1079
210,1079
61,1080
149,1080
697,1080
738,1080
771,1080
1050,1081
321,1083
669,1086
89,1087
741,1088
399,1089
1088,1089
15,1090
640,1090
982,1091
15,1093
599,1093
1090,1093
89,1094
258,1094
963,1094
230,1095
298,1095
397,1096
401,1096
411,1096
1065,1096
470,1097
854,1097
857,1097
918,1098
1054,1099
598,1100
374,1101
509,1101
515,1102
53,1103
72,1103
263,1103
748,1103
796,1103
998,1103
597,1104
725,1104
578,1105
1092,1106
598,1107
605,1107
390,1108
954,1112
107,1113
203,1115
470,1115
593,1115
809,1115
1097,1115
568,1116
80,1117
434,1117
74,1118
1042,1118
870,1119
1111,1119
1013,1120
1110,1120
835,1121
458,1122
1103,1123
669,1124
1075,1124
1086,1124
1042,1125
553,1127
745,1127
577,1129
833,1130
242,1131
436,1131
490,1131
510,1131
836,1131
838,1131
1121,1131
311,1132
1131,1133
579,1134
835,1134
996,1135
1071,1135
73,1136
725,1137
82,1138
52,1139
476,1140
963,1141
973,1142
783,1143
1015,1143
748,1145
36,1146
395,1147
765,1147
1090,1147
985,1149
897,1152
258,1153
223,1154
357,1154
744,1154
957,1154
1007,1154
881,1155
55,1156
65,1156
771,1156
897,1156
89,1157
963,1157
121,1158
302,1158
306,1158
589,1158
814,1158
729,1159
981,1159
38,1160
401,1160
733,1160
794,1160
863,1160
110,1161
245,1162
145,1165
537,1165
643,1167
1070,1167
1022,1168
111,1169
188,1169
301,1169
439,1169
524,1169
552,1169
628,1169
689,1169
748,1169
823,1169
853,1169
1040,1169
1145,1169
404,1170
510,1171
649,1171
681,1171
687,1171
1092,1171
304,1172
467,1172
202,1173
353,1173
88,1174
162,1174
415,1174
815,1174
987,1175
295,1176
507,1176
877,1176
295,1177
877,1177
410,1179
505,1180
937,1180
474,1181
472,1182
559,1182
472,1183
1182,1183
278,1185
895,1187
1187,1188
73,1189
558,1189
1136,1189
37,1190
1184,1190
733,1192
1062,1192
306,1193
368,1194
270,1195
279,1195
868,1195
1058,1195
943,1196
1061,1196
1042,1198
859,1199
881,1199
457,1201
382,1203
424,1203
461,1203
751,1204
319,1205
1102,1207
187,1208
64,1209
254,1211
507,1211
607,1213
1084,1213
73,1214
337,1214
1199,1214
270,1215
1131,1215
1203,1215
526,1216
1067,1216
230,1217
396,1217
586,1218
1079,1218
45,1219
78,1219
994,1219
239,1220
729,1221
981,1221
925,1222
568,1223
1116,1223
586,1224
682,1224
778,1224
779,1224
1110,1224
1131,1224
1222,1224
807,1226
186,1228
657,1229
867,1229
871,1229
1155,1229
1050,1230
653,1231
624,1232
1083,1232
22,1234
1119,1235
735,1237
739,1237
154,1238
743,1239
258,1240
706,1240
789,1240
310,1241
1101,1242
1041,1243
1150,1243
493,1244
306,1245
542,1245
1144,1245
857,1246
603,1248
202,1250
328,1250
650,1250
1173,1250
102,1251
306,1251
505,1251
867,1252
302,1253
308,1253
657,1254
1229,1254
198,1255
4,1256
595,1256
982,1256
1016,1256
1091,1256
428,1257
492,1257
688,1257
996,1257
1071,1257
1135,1257
1206,1257
452,1258
505,1258
644,1258
356,1259
110,1262
189,1262
564,1262
567,1262
1072,1262
248,1264
443,1264
377,1265
733,1265
255,1266
645,1267
647,1267
162,1268
737,1269
753,1269
890,1269
1227,1269
15,1271
599,1271
1090,1271
1093,1271
310,1272
722,1273
1111,1273
1119,1273
239,1274
405,1275
458,1276
1022,1276
755,1277
731,1279
901,1279
449,1280
977,1281
684,1282
741,1282
905,1282
1282,1283
757,1284
902,1284
998,1284
1103,1284
711,1285
538,1286
59,1287
481,1287
1164,1287
88,1288
212,1290
1213,1290
1224,1291
689,1292
65,1293
1013,1293
352,1294
733,1294
1171,1295
35,1296
440,1296
728,1296
895,1296
316,1297
598,1297
766,1297
598,1299
251,1300
507,1300
812,1300
877,1300
25,1301
598,1301
1006,1302
95,1303
746,1303
979,1303
1026,1303
505,1304
937,1304
1180,1304
466,1305
364,1306
802,1307
804,1307
922,1307
1229,1308
1254,1308
61,1309
88,1309
415,1309
490,1309
851,1309
995,1309
1288,1309
468,1311
904,1312
1311,1312
468,1313
573,1313
1311,1313
1312,1313
514,1314
890,1314
1269,1314
17,1315
1301,1315
17,1316
927,1316
1301,1316
689,1317
796,1317
1040,1317
1148,1317
1292,1317
1306,1317
12,1318
186,1319
1050,1320
63,1322
298,1325
327,1325
1000,1325
1095,1325
928,1326
495,1327
495,1328
1327,1328
78,1329
733,1329
994,1329
1204,1330
310,1331
436,1332
621,1332
749,1333
86,1336
695,1336
1012,1336
109,1337
563,1337
1309,1338
154,1339
872,1340
868,1341
1224,1341
1050,1342
1230,1342
118,1343
255,1343
836,1343
25,1344
724,1344
815,1344
202,1345
353,1345
109,1346
306,1346
519,1346
281,1347
218,1348
39,1349
1320,1349
69,1351
262,1351
604,1351
907,1351
506,1352
97,1353
661,1353
371,1354
400,1354
1183,1354
1171,1355
30,1358
34,1358
53,1358
59,1358
68,1358
72,1358
73,1358
90,1358
101,1358
111,1358
154,1358
155,1358
156,1358
170,1358
173,1358
174,1358
228,1358
244,1358
246,1358
289,1358
326,1358
333,1358
337,1358
341,1358
346,1358
357,1358
364,1358
466,1358
489,1358
501,1358
524,1358
552,1358
580,1358
609,1358
613,1358
616,1358
626,1358
645,1358
684,1358
686,1358
687,1358
689,1358
708,1358
744,1358
748,1358
754,1358
757,1358
758,1358
764,1358
796,1358
797,1358
819,1358
823,1358
831,1358
853,1358
873,1358
876,1358
882,1358
902,1358
919,1358
929,1358
951,1358
957,1358
970,1358
978,1358
985,1358
999,1358
1038,1358
1040,1358
1041,1358
