0,3
3,0
4,3
6,0
11,0
12,4
14,3
19,3
20,5
21,3
22,4
23,6
25,3
34,2
36,1
38,4
39,4
53,2
54,1
58,2
60,0
62,0
64,2
70,5
74,0
75,4
80,0
81,0
84,4
89,4
91,4
92,6
96,6
97,5
106,6
108,6
109,1
110,2
113,5
117,5
125,5
127,6
128,5
131,1
133,1
135,1
138,1
142,0
148,4
151,4
153,1
154,2
155,2
160,3
163,5
167,3
170,2
176,1
178,3
185,3
187,4
189,2
193,5
197,3
198,4
206,2
209,4
210,4
213,6
218,3
220,5
221,2
230,3
231,3
234,1
237,3
239,0
241,5
245,4
247,4
248,4
249,5
252,5
253,3
255,4
260,0
262,6
264,5
267,3
269,3
270,0
271,4
272,5
278,3
280,0
283,4
292,0
293,3
301,2
305,0
307,6
308,1
309,3
310,3
311,3
318,1
319,3
320,4
321,3
328,2
332,3
338,3
340,4
343,3
351,3
352,3
353,2
357,2
362,4
364,2
365,0
367,2
368,4
370,5
372,1
373,0
374,3
380,3
384,1
386,3
387,3
389,2
390,3
391,2
395,3
396,3
397,3
399,1
400,5
402,3
403,2
409,1
411,3
413,3
415,0
418,3
422,4
425,2
430,4
434,0
435,4
437,0
443,4
444,4
452,1
459,1
460,1
465,6
467,0
470,4
473,3
475,0
477,3
478,0
480,2
482,3
483,5
484,1
485,0
487,1
491,6
492,4
493,2
497,0
498,4
502,0
503,3
504,6
505,1
506,6
510,3
513,2
515,4
516,5
518,3
522,4
523,4
525,0
531,0
532,3
533,2
534,2
535,2
537,6
544,0
545,4
550,6
551,6
552,2
553,3
554,3
562,2
567,2
573,5
578,5
580,2
587,5
594,6
595,3
598,3
599,3
601,3
602,4
605,3
612,5
614,0
615,2
617,3
618,3
622,3
625,3
629,2
630,3
635,2
636,0
641,3
643,5
646,5
647,5
651,0
658,3
661,5
662,3
665,4
669,3
670,3
675,4
676,5
678,3
681,3
686,2
687,2
688,4
689,2
695,3
700,3
702,6
703,5
705,4
709,5
713,3
714,4
718,0
720,5
727,3
729,3
730,0
736,0
737,5
741,1
747,5
750,5
751,0
753,0
758,2
764,2
765,3
768,3
771,0
777,0
778,6
779,6
780,4
782,4
783,4
785,3
793,5
795,3
798,4
800,2
801,5
802,4
803,5
805,4
807,5
808,4
814,4
815,0
817,2
819,2
821,3
823,2
828,4
831,1
833,3
834,1
837,4
838,0
839,0
841,3
843,3
846,3
847,6
848,2
849,4
854,4
857,4
860,2
862,4
863,0
864,1
870,3
871,2
873,0
875,3
876,1
877,3
878,5
883,2
884,4
885,5
886,3
888,0
889,2
893,4
895,0
899,3
900,3
903,5
904,5
905,2
910,1
913,5
916,3
917,0
918,3
919,2
922,4
928,3
929,2
932,3
933,2
938,3
941,5
946,4
947,4
948,0
951,2
954,4
955,6
956,4
957,2
959,3
962,3
963,4
964,0
965,0
968,1
972,3
974,3
976,2
979,3
980,1
981,3
983,4
984,4
986,3
988,3
989,0
994,3
1003,2
1004,3
1005,3
1008,0
1015,4
1016,3
1018,4
1019,3
1021,4
1024,3
1027,6
1031,3
1036,0
1044,3
1045,1
1047,0
1048,3
1049,3
1052,3
1055,3
1059,3
1060,5
1063,4
1064,4
1067,2
1068,4
1075,3
1079,0
1087,4
1088,1
1090,3
1094,4
1097,4
1104,0
1105,5
1106,3
1107,3
1109,4
1111,4
1112,4
1113,5
1116,3
1119,3
1121,3
1127,3
1128,5
1131,3
1133,5
1135,4
1138,4
1140,1
1145,2
1149,2
1153,4
1155,2
1156,0
1158,1
1171,3
1174,0
1177,3
1179,5
1183,5
1185,3
1186,3
1189,2
1198,0
1199,2
1200,3
1204,1
1207,4
1208,4
1210,2
1211,3
1213,3
1217,3
1218,0
1220,0
1222,5
1229,2
1233,2
1234,4
1235,4
1238,2
1241,3
1242,3
1247,3
1248,1
1253,1
1258,1
1265,4
1266,4
1267,5
1271,3
1272,3
1273,3
1275,0
1276,5
1279,0
1282,2
1283,1
1284,2
1287,2
1290,3
1293,0
1294,3
1298,3
1299,3
1300,3
1301,3
1303,3
1309,5
1310,3
1313,5
1315,3
1317,2
1320,4
1321,3
1325,3
1326,3
1328,6
1329,3
1332,0
1334,3
1337,1
1338,5
1342,4
1343,4
1344,3
1347,3
1348,3
1354,5
1360,5
1363,3
1365,3
1366,4
1367,1
1368,5
1369,4
1372,6
1378,2
1380,4
1381,4
1382,3
1383,2
1392,3
1397,0
1401,4
1404,5
1408,5
1411,3
1412,2
1413,3
1417,4
1418,4
1424,3
1429,4
1431,2
1432,3
1437,4
1438,3
1444,2
1447,3
1449,4
1450,3
1451,4
1453,3
1456,3
1458,3
1461,4
1462,3
1464,6
1465,3
1467,0
1469,3
1470,5
1471,2
1473,3
1483,2
1484,4
1485,6
1488,3
1496,3
1497,3
1502,3
1505,1
1507,0
1508,3
1509,2
1510,4
1513,2
1514,3
1515,0
1520,2
1523,0
1528,2
1529,4
1530,4
1533,4
1535,0
1544,5
1546,2
1549,5
1551,1
1552,1
1554,3
1555,5
1556,0
1557,2
1558,3
1561,1
1563,3
1564,1
1565,2
1568,2
1569,4
1574,3
1576,3
1578,5
1581,3
1588,0
1592,6
1598,3
1600,3
1601,2
1611,3
1614,3
1616,6
1618,4
1624,1
1626,4
1627,2
1629,2
1631,0
1632,2
1633,3
1634,4
1637,0
1638,1
1639,4
1641,3
1643,4
1647,6
1648,2
1649,4
1650,5
1653,4
1655,0
1668,2
1672,0
1673,3
1675,6
1676,6
1677,5
